Release,Filename,LOC,NR,nAuth,locTouched,locAdded,max_locAdded,avg_locAdded,churn,max_churn,avg_churn,chgSetSize,max_chgSetSize,avg_chgSetSize,Buggy
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,33,1,1,11,2,1,1,-7,-7,-7.0,6,6,6,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,523,12,3,347,316,27,6,1725,285,144.0,114,26,10,Y
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,28,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,94,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,30,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,73,1,1,5,5,5,5,5,5,5.0,3,3,3,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,23,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,23,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,86,5,1,72,64,20,5,102,56,20.0,74,24,15,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,761,15,3,647,480,38,4,2258,319,151.0,195,26,13,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,57,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,26,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,96,1,1,105,105,105,105,105,105,105.0,15,15,15,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,61,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,38,1,1,14,5,2,1,-4,-4,-4.0,7,7,7,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,27,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,80,3,1,28,21,11,2,17,14,6.0,63,29,21,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,203,9,2,331,194,43,5,467,106,52.0,152,26,17,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,195,3,2,252,233,153,12,559,214,186.0,36,26,12,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,97,3,2,46,37,19,3,34,28,11.0,49,17,16,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,34,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,38,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,146,2,1,166,166,149,83,315,166,158.0,34,26,17,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,195,4,1,269,241,163,24,728,213,182.0,61,26,15,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,771,1,1,866,866,866,866,866,866,866.0,4,4,4,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,148,3,1,221,190,118,6,423,159,141.0,55,26,18,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,93,2,1,108,104,100,26,200,100,100.0,31,20,16,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,88,2,1,104,100,96,25,192,96,96.0,37,26,19,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,765,7,1,945,893,559,17,5247,841,750.0,101,26,14,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,462,9,3,165,127,13,3,523,89,58.0,118,26,13,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,66,1,1,8,7,6,4,6,6,6.0,3,3,3,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,52,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,67,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,170,2,1,22,22,8,4,33,22,17.0,34,17,17,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,135,2,2,25,10,4,1,-11,-5,-5.0,47,40,24,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1100,11,3,1034,695,126,6,2106,356,191.0,130,40,12,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,64,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,83,2,2,31,19,4,3,5,7,3.0,46,40,23,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,24,1,1,27,27,27,27,27,27,27.0,6,6,6,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,21,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,415,3,2,14,11,5,3,18,8,6.0,95,40,32,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,49,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,51,1,1,7,4,1,1,1,1,1.0,29,29,29,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,89,1,1,5,5,5,5,5,5,5.0,26,26,26,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,26,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,67,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,708,8,2,498,301,35,4,250,104,31.0,122,40,15,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,53,2,1,4,2,1,1,0,0,0.0,10,6,5,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,39,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,55,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,47,1,1,17,17,17,17,17,17,17.0,6,6,6,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,56,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,104,1,1,10,9,9,9,8,8,8.0,26,26,26,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,153,2,1,9,7,4,2,9,5,5.0,33,26,17,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,59,1,1,70,70,70,70,70,70,70.0,26,26,26,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,30,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,49,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,52,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,110,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,63,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,72,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,61,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,42,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,67,1,1,26,20,9,2,14,14,14.0,6,6,6,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,76,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,333,2,1,44,22,2,1,0,0,0.0,69,40,35,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,44,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,705,10,2,440,313,28,3,1226,186,123.0,114,26,11,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,66,2,1,52,44,13,4,71,36,36.0,42,24,21,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,108,5,2,81,64,14,4,143,47,29.0,58,26,12,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,181,6,2,143,129,47,6,571,115,95.0,77,24,13,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,121,4,1,188,161,82,8,433,134,108.0,81,26,20,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,52,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,114,2,1,21,18,15,5,15,15,8.0,39,24,20,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,175,1,1,5,4,4,4,3,3,3.0,40,40,40,Y
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,142,1,1,162,162,162,162,162,162,162.0,20,20,20,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,112,2,1,132,131,130,66,260,130,130.0,27,20,14,Y
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,95,1,1,108,108,108,108,108,108,108.0,20,20,20,Y
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,324,2,1,355,354,353,177,706,353,353.0,31,20,16,Y
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,73,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,48,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,280,2,2,318,312,310,104,616,310,308.0,60,40,30,Y
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,300,1,1,260,77,14,3,-106,-106,-106.0,20,20,20,Y
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,79,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,30,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,84,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,99,1,1,38,38,37,19,38,38,38.0,26,26,26,N
3,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,51,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,42,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,601,9,3,508,483,115,11,3120,458,347.0,254,78,28,N
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,177,3,2,298,248,194,18,561,198,187.0,23,12,8,N
3,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,377,4,2,442,436,431,62,1722,431,431.0,146,78,37,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,145,2,2,30,24,7,3,36,18,18.0,44,30,22,Y
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,250,4,2,64,50,13,3,78,36,20.0,94,30,24,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java,31,1,1,35,35,35,35,35,35,35.0,14,14,14,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,84,4,2,66,53,13,3,145,45,36.0,85,30,21,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,1014,8,3,1300,1249,679,16,8458,1198,1057.0,180,78,23,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,116,3,3,27,18,8,2,25,9,8.0,122,78,41,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,78,5,1,56,36,7,2,29,16,6.0,74,24,15,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,265,2,2,355,326,197,41,494,297,247.0,6,3,3,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,196,6,3,285,258,207,9,1340,231,223.0,166,78,28,Y
3,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,347,4,2,491,445,320,11,1514,399,379.0,150,78,38,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java,90,1,1,6,3,1,1,0,0,0.0,78,78,78,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,149,6,2,40,26,4,2,48,12,8.0,176,78,29,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,676,4,2,128,71,13,1,73,29,18.0,82,30,21,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,33,1,1,36,36,36,36,36,36,36.0,14,14,14,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,33,1,1,36,36,36,36,36,36,36.0,14,14,14,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,33,1,1,36,36,36,36,36,36,36.0,14,14,14,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,266,4,2,51,43,15,3,130,35,33.0,146,78,37,Y
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,68,2,1,81,80,75,20,154,79,77.0,30,26,15,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,72,2,2,88,86,84,29,168,84,84.0,104,78,52,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,308,6,2,481,423,237,8,1955,365,326.0,164,78,27,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,260,5,2,314,310,291,31,1500,306,300.0,139,78,28,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,224,4,3,30,16,5,1,5,2,1.0,128,78,32,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,36,6,2,83,74,26,9,306,65,51.0,118,78,20,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,139,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,221,5,2,37,29,13,3,53,21,11.0,138,78,28,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,227,3,2,53,46,39,6,117,39,39.0,129,78,43,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,114,3,2,21,17,6,3,24,13,8.0,58,29,19,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,39,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,697,9,3,863,832,243,15,5079,801,564.0,160,78,18,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,71,1,1,14,12,6,3,10,10,10.0,26,26,26,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,306,4,3,248,234,111,9,451,220,113.0,136,78,34,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,237,4,2,53,25,11,3,12,6,3.0,129,78,32,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,44,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,246,3,3,8,5,1,1,5,2,2.0,133,78,44,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,46,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,253,4,3,98,69,24,2,57,40,14.0,117,78,29,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,48,2,1,9,6,3,2,4,3,2.0,50,26,25,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,179,4,2,52,29,3,1,23,6,6.0,154,78,39,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,216,2,2,7,4,1,1,2,1,1.0,108,78,54,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,54,0,0,0,0,0,0,0,0,0.0,0,0,0,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,191,2,2,4,2,1,1,0,0,0.0,108,78,54,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,52,2,2,64,63,62,32,124,62,62.0,98,78,49,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,51,2,2,62,61,60,31,120,60,60.0,98,78,49,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,266,2,2,331,326,321,54,642,321,321.0,98,78,49,N
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,273,2,2,30,22,7,2,28,14,14.0,98,78,49,N
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,37,1,1,2,1,1,1,0,0,0.0,78,78,78,N
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,80,1,1,2,2,1,1,2,2,2.0,30,30,30,N
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,191,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,247,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,399,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,121,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,320,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,147,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1131,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,41,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,131,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,28,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,827,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,170,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,237,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,508,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,38,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,326,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,352,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,46,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,509,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,28,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,59,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,160,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,534,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,132,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,41,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,855,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
