Release,Filename,LOC,NR,nAuth,locTouched,locAdded,max_locAdded,avg_locAdded,churn,max_churn,avg_churn,chgSetSize,max_chgSetSize,avg_chgSetSize,Buggy
4,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,149,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,676,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,266,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
4,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,68,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,72,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,308,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,260,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,224,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,36,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,139,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,221,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,227,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,114,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,39,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,697,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,306,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,237,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,44,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,246,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,46,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,253,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,48,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,179,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,216,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,54,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,191,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,52,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,51,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,266,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,273,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,37,0,0,0,0,0,0,0,0,0.0,0,0,0,N
4,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,80,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,191,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,248,1,1,6,4,2,1,2,2,2.0,44,44,44,Y
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,400,1,1,8,5,2,1,2,2,2.0,44,44,44,Y
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,122,1,1,9,5,2,1,1,1,1.0,44,44,44,N
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,321,1,1,3,2,1,1,1,1,1.0,44,44,44,N
5,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,147,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1137,3,2,13,10,5,2,18,7,6.0,46,44,15,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,41,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,134,1,1,5,4,3,2,3,3,3.0,44,44,44,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,28,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,873,1,1,55,54,49,9,53,53,53.0,3,3,3,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,170,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,239,1,1,14,8,2,1,2,2,2.0,44,44,44,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,509,1,1,8,5,2,1,2,2,2.0,44,44,44,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,38,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,332,3,3,16,15,5,3,24,14,8.0,50,44,17,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,353,1,1,4,3,2,2,2,2,2.0,44,44,44,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,46,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,509,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,28,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,59,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,160,2,1,4,2,1,1,0,0,0.0,2,1,1,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,534,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,133,1,1,4,3,2,2,2,2,2.0,44,44,44,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,41,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,850,5,3,53,26,11,4,-5,5,-1.0,54,44,11,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,51,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,53,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,73,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,244,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,157,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,94,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,124,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,49,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,38,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,99,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,125,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,291,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,587,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,749,2,1,20,17,11,3,16,14,8.0,47,44,24,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,271,2,2,7,6,4,2,10,5,5.0,43,40,22,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,155,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,81,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,242,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,119,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,70,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,134,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,398,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,869,1,1,9,5,1,1,1,1,1.0,44,44,44,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,430,2,2,62,45,24,5,30,28,15.0,48,44,24,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,170,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,147,1,1,58,36,14,3,14,14,14.0,4,4,4,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,69,1,1,4,3,2,2,2,2,2.0,44,44,44,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,158,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,311,1,1,39,21,7,2,3,3,3.0,4,4,4,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,112,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,96,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,95,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,210,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,286,2,2,7,4,1,1,2,1,1.0,84,44,42,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,636,6,3,36,20,3,1,7,4,1.0,95,44,16,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,81,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,280,1,1,2,1,1,1,0,0,0.0,40,40,40,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,141,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,80,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,433,2,1,4,2,1,1,0,0,0.0,4,2,2,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,81,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,213,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,171,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,227,1,1,10,6,1,1,2,2,2.0,40,40,40,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,97,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,540,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,519,1,1,2,1,1,1,0,0,0.0,44,44,44,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,62,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,63,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,83,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,303,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,180,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,71,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,24,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,74,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,30,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,29,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,98,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,161,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,62,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,121,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,138,1,1,4,3,2,2,2,2,2.0,44,44,44,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,219,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,248,1,1,4,3,2,2,2,2,2.0,44,44,44,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,161,2,2,193,191,189,96,378,189,189.0,18,11,9,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,173,2,2,212,203,118,23,312,194,156.0,18,11,9,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,291,2,2,204,187,156,14,328,170,164.0,18,11,9,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,274,2,2,308,306,303,102,607,304,304.0,18,11,9,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,309,2,2,298,15,5,1,-263,5,-131.0,55,44,28,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,70,2,2,11,2,1,0,-12,-5,-6.0,14,11,7,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,44,1,1,5,0,0,0,-5,-5,-5.0,3,3,3,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,114,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4086,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,607,3,2,196,80,13,2,-69,0,-23.0,91,44,30,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,43,2,2,57,52,40,10,87,47,44.0,18,11,9,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,82,1,1,49,0,0,0,-49,-49,-49.0,3,3,3,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,461,2,1,9,8,5,2,12,7,6.0,43,40,22,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,300,1,1,3,3,3,3,3,3,3.0,1,1,1,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,247,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,127,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,50,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,63,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,342,1,1,2,2,2,2,2,2,2.0,3,3,3,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,164,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,137,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,83,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,150,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,65,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,649,1,1,16,9,2,1,2,2,2.0,44,44,44,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,82,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,232,1,1,6,4,2,1,2,2,2.0,44,44,44,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,47,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,43,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,120,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,144,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,32,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,120,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,40,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,115,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,39,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,225,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,57,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,38,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,87,1,1,3,3,3,3,3,3,3.0,44,44,44,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,33,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,257,1,1,9,6,5,3,3,3,3.0,11,11,11,Y
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,498,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,242,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,318,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,96,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,204,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,119,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,343,2,2,4,4,2,2,6,4,3.0,6,3,3,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java,68,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,231,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,193,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,64,0,0,0,0,0,0,0,0,0.0,0,0,0,N
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,816,0,0,0,0,0,0,0,0,0.0,0,0,0,Y
