RELEASE;FILENAME;LOC;NR;NAUTH;ChgSetSize;MAX_ChgSet;AVG_ChgSet;BUGGYNESS
6;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java;42;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java;67;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;76;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;333;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java;44;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;711;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;66;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;108;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;181;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java;121;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java;52;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;114;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;228;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java;142;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java;112;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java;95;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java;325;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java;80;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java;24;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java;49;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java;281;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;303;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java;79;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java;30;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java;84;0;0;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;99;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java;51;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java;42;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java;47;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;619;1;1;6;6;6,00;No
6;hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java;182;4;1;6;3;1,50;No
6;hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java;384;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;162;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;250;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java;31;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java;84;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java;1022;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java;116;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;78;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java;266;1;1;6;6;6,00;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java;206;2;1;4;2;2,00;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java;363;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java;90;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java;149;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;705;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java;33;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java;33;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java;33;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;267;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java;68;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java;72;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java;308;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java;260;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java;224;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java;36;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java;139;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;221;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java;235;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;114;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java;39;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java;697;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;71;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;306;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java;244;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java;44;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;246;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java;46;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;253;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java;48;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java;179;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java;221;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java;54;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java;195;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java;52;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java;51;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java;298;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;316;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java;37;0;0;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java;80;0;0;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestDeathwatcher.java;51;2;1;3;2;1,50;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCloseTest.java;144;4;2;10;5;2,50;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java;72;1;1;13;13;13,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java;69;1;1;13;13;13,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java;171;3;2;15;10;5,00;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ListLedgersTest.java;88;2;1;4;2;2,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;492;4;2;20;15;5,00;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;57;0;0;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java;83;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java;82;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java;501;2;2;25;23;12,50;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java;42;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java;127;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java;135;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java;29;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java;56;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java;55;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java;818;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/Node.java;53;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java;165;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java;237;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Shell.java;587;1;1;23;23;23,00;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicy.java;237;3;2;31;23;10,33;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/util/StaticDNSResolver.java;69;1;1;23;23;23,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/net/DNS.java;325;1;1;15;15;15,00;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieShutdownTest.java;65;4;1;13;6;3,25;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNS.java;325;1;1;15;15;15,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/NativeIO.java;113;1;1;5;5;5,00;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestSyncThread.java;299;1;1;2;2;2,00;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java;24;2;1;24;12;12,00;No
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;191;1;1;72;72;72,00;No
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;248;2;2;83;72;41,50;No
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;400;2;2;83;72;41,50;No
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;122;1;1;72;72;72,00;No
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;321;0;0;0;0;0;No
7;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;147;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;1048;8;2;159;72;19,88;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java;41;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;134;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java;28;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;900;3;2;34;13;11,33;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;182;3;2;45;24;15,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java;72;1;1;1;1;1,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java;239;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;587;4;2;36;12;9,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java;38;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;337;3;2;94;72;31,33;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java;353;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java;46;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;511;5;2;40;12;8,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java;28;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;59;1;1;13;13;13,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java;368;2;2;22;13;11,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexPersistenceMgr.java;507;4;2;44;13;11,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;224;5;2;112;72;22,40;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;541;4;2;116;72;29,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;167;2;2;96;72;48,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;41;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;24;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;155;2;2;22;13;11,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;51;1;1;13;13;13,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;53;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;73;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;47;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java;271;5;2;116;72;23,20;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;157;1;1;13;13;13,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java;103;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java;69;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;124;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java;49;1;1;12;12;12,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java;38;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java;96;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java;173;2;2;96;72;48,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;137;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;313;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;683;1;1;10;10;10,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;826;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;279;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java;24;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;47;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java;83;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;155;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;81;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java;82;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java;240;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;120;1;1;10;10;10,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;71;1;1;10;10;10,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;70;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java;134;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java;398;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;916;3;2;24;11;8,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;461;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;170;2;2;21;11;10,50;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;147;1;1;1;1;1,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;69;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;170;3;2;85;72;28,33;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;325;2;2;82;72;41,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java;502;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;112;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;96;1;1;11;11;11,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;95;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;71;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;211;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;314;1;1;11;11;11,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java;42;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;714;6;2;72;24;12,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java;24;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java;81;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;280;2;1;83;72;41,50;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;150;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java;80;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;462;1;1;11;11;11,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java;81;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;213;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;164;1;1;11;11;11,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;227;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java;97;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java;545;2;1;83;72;41,50;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java;516;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java;62;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java;63;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java;85;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java;308;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java;180;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java;71;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java;24;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java;74;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java;30;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java;29;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java;98;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java;161;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java;62;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java;121;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java;138;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java;127;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java;135;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java;29;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java;56;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java;55;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java;818;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/Node.java;53;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java;165;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java;237;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;219;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;255;3;1;22;11;7,33;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java;159;3;2;83;72;27,67;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java;173;1;1;72;72;72,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;291;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java;279;2;2;82;72;41,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;316;4;3;95;72;23,75;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java;70;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java;44;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;114;1;1;11;11;11,00;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java;4086;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;637;4;1;23;11;5,75;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java;43;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;82;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java;465;0;0;0;0;0;No
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java;299;0;0;0;0;0;No
